"(PDH-CSV 4.0) (RTZ 7 (","\\DESKTOP-M5PFFQC\MSSQL$TEW_SQLEXPRESS:SQL Statistics\Batch Requests/sec","\\DESKTOP-M5PFFQC\Память\Доступно МБ","\\DESKTOP-M5PFFQC\Процессор(_Total)\% загруженности процессора","\\DESKTOP-M5PFFQC\Физический диск(0 C: D:)\Среднее время чтения с диска (с)"
"12/01/2025 22:43:18.679","0","2197","46.777105169339314727","0.00022650810810810812542"
"12/01/2025 22:43:33.686","0.26654238861255219462","2181","46.231621853434454295","0.00016922649572649573705"
"12/01/2025 22:43:48.676","0","2134","46.387800934422806165","0.0002051113333333333291"
"12/01/2025 22:44:03.680","0","2111","46.446506525261355591","0.00011863643807574207102"
"12/01/2025 22:44:18.694","0","2122","46.993849619272531015","0.00015191578947368423254"
"12/01/2025 22:44:33.679","0","2117","45.796424239829725877","0.00022114242424242424928"
"12/01/2025 22:44:48.694","0","2093","46.112848331600332585","0.00014862284482758619884"
"12/01/2025 22:45:03.685","0","2070","46.113433855817255846","0.00010441873653984207182"
"12/01/2025 22:45:18.672","0","2087","47.56733857962905887","0.0001992384615384615212"
"12/01/2025 22:45:33.673","0","2073","46.79167666212353538","0.00029597826086956522534"
"12/01/2025 22:45:48.677","0","2069","47.79163305641949222","0.00022569583333333334183"
"12/01/2025 22:46:03.689","0","2074","46.27555124918787044","0.00020692602409638554892"
"12/01/2025 22:46:18.688","0","2077","45.977234160714409938","0.00018445555555555556075"
"12/01/2025 22:46:33.679","0","2063","47.833217533707653502","0.00015195608695652172899"
"12/01/2025 22:46:48.689","0","2046","46.025498686167573226","0.00021826363636363638101"
"12/01/2025 22:47:03.685","0","2022","48.180562584846065022","0.00016807341411261580945"
"12/01/2025 22:47:18.678","0","2029","46.459321508239902698","0.00018514545454545452909"
"12/01/2025 22:47:33.679","0","2035","46.843754814893344474","0.00024417500000000001269"
"12/01/2025 22:47:48.690","0","1986","45.179024865648699461","0.00016518973384030419065"
"12/01/2025 22:48:03.688","0","1982","46.155945872393701279","0.00015413585746102450701"
"12/01/2025 22:48:18.679","0","1998","45.357771511313750068","0.00015914253731343284384"
"12/01/2025 22:48:33.694","0.26639988849033463536","1982","46.390349937020900484","0.00015603734939759035202"
"12/01/2025 22:48:48.683","0","1965","46.610084033265849257","0.00024024444444444443538"
"12/01/2025 22:49:03.693","0","1951","49.070347936211931028","0.00012971230031948882168"
"12/01/2025 22:49:18.689","0","1959","45.671208230109009207","0.00013282698412698412021"
"12/01/2025 22:49:33.681","0","1963","46.247305859748543355","0.00014250172413793102508"
"12/01/2025 22:49:48.695","0","1959","46.10058589922838479","0.0001471816037735849199"
"12/01/2025 22:50:03.683","0","1950","47.5100266169930876","0.00023816529411764704709"
"12/01/2025 22:50:18.687","0","1954","45.396437180286518753","0.00027580476190476192798"
"12/01/2025 22:50:33.674","0","1958","45.464820129785842084","0.00013564627659574468935"
"12/01/2025 22:50:48.684","0","1934","45.643809087972563532","0.00015288189655172413923"
"12/01/2025 22:51:03.687","0","1916","48.413030394339429563","0.00012591177865612648238"
"12/01/2025 22:51:18.685","0","1931","46.103856912473752061","0.00020238571428571428359"
"12/01/2025 22:51:33.683","0","1928","46.437335809270308573","0.00019444499999999998569"
"12/01/2025 22:51:48.690","0","1924","46.439856843156626098","0.00025886399999999997997"
"12/01/2025 22:52:03.689","0","1890","48.052028412382341571","0.00022802280453257788039"
"12/01/2025 22:52:18.685","0","1896","46.374525262009683502","0.00023579247787610619421"
"12/01/2025 22:52:33.684","0","1913","46.385243172437348846","0.00038126000000000001902"
"12/01/2025 22:52:48.679","0","1909","46.127809134861621487","0.00023583076923076922099"
"12/01/2025 22:53:03.687","0","1886","49.089588072575594424","0.00012428316205533596344"
"12/01/2025 22:53:18.678","0","1903","45.288286160582615025","0.00022469958217270197113"
"12/01/2025 22:53:33.679","0.26664869276711622437","1847","46.470514518547055616","0.00020990087719298245578"
"12/01/2025 22:53:48.690","0","1831","45.421900201966813881","0.00015438035714285714035"
"12/01/2025 22:54:03.686","0","1887","50.00396706280256609","0.00023305531914893617127"
"12/01/2025 22:54:18.676","0","1896","45.510479662979697935","0.00019594137931034483853"
"12/01/2025 22:54:33.684","0","1887","46.09638969963528865","0.00022786000000000000373"
"12/01/2025 22:54:48.679","0","1894","45.771786629515744949","0.00025527058823529412022"
"12/01/2025 22:55:03.692","0","1842","48.325970083463900551","0.00014157259545674239138"
"12/01/2025 22:55:18.685","0","1839","45.712444071579604099","0.00012918952380952381767"
"12/01/2025 22:55:33.676","0","1828","46.168219796578988223","0.00016976382978723406287"
"12/01/2025 22:55:48.698","0","1809","45.467495686836912228","0.00029662941176470585068"
"12/01/2025 22:56:03.688","0","2246","47.386733564504183391","0.00012118065779169928577"
"12/01/2025 22:56:18.681","0","2254","46.433269460113720584","0.00014151605839416057865"
"12/01/2025 22:56:33.693","0","2243","46.639842491671721803","0.00017833769230769230406"
"12/01/2025 22:56:48.678","0","2226","45.857247027158408059","0.00020092444444444443915"
"12/01/2025 22:57:03.684","0","2203","47.84197919904126195","0.00026714113712374577131"
"12/01/2025 22:57:18.699","0","2208","47.014723495154612465","0.00014399130434782609982"
"12/01/2025 22:57:33.686","0","2172","45.508264075504087032","0.00015212340425531915454"
"12/01/2025 22:57:48.675","0","2173","47.687264017892829315","0.00025027222222222223705"
"12/01/2025 22:58:03.687","0","2117","46.865358492916861621","0.00022303137876386686859"
"12/01/2025 22:58:18.676","0","2126","45.715331873256339179","0.00021361272727272729828"
"12/01/2025 22:58:33.686","0.26649002109128611115","2110","46.710806318070588361","0.00014191052631578948218"
"12/01/2025 22:58:48.676","0","2097","45.901366801571661824","0.00015100964912280700992"
"12/01/2025 22:59:03.685","0","2084","48.130015326223372085","0.00017472893617021277362"
"12/01/2025 22:59:18.673","0","2003","48.152902698424746575","0.00049762180387749371715"
"12/01/2025 22:59:33.680","0","1974","46.327064506609808348","0.00064536685994647641478"
"12/01/2025 22:59:48.687","0","1974","44.843376789309786545","0.00023225818181818181892"
"12/01/2025 23:00:03.684","0","1967","46.473602967509222594","0.00018341094306049821722"
"12/01/2025 23:00:18.698","0","1949","44.608920619875824798","0.00015811184210526315719"
"12/01/2025 23:00:33.684","0","1960","44.97461674415264099","0.00015496250000000000584"
"12/01/2025 23:00:48.698","0","1978","45.285373440554380409","0.0002572376811594202675"
"12/01/2025 23:01:03.686","0","1926","47.814090591090661064","0.00014736243144424133892"
"12/01/2025 23:01:18.674","0","2126","50.455091658878373551","0.0019958461673699016969"
"12/01/2025 23:01:33.675","0","2171","47.277754422639006293","0.00016708979591836733156"
"12/01/2025 23:01:48.681","0","2150","49.126188756828440773","0.0019912470588235291896"
"12/01/2025 23:02:03.687","0","2118","47.104425972432565572","0.00024259194915254237834"
"12/01/2025 23:02:18.673","0","2144","49.136490975979604912","0.00021853347280334728484"
"12/01/2025 23:02:33.686","0","1970","51.240115421176568589","0.00031161765075376883245"
"12/01/2025 23:02:48.674","0","1801","51.497595306532616632","0.00018974310618066560804"
"12/01/2025 23:03:03.677","0","1598","54.861401812594422722","0.00019284348894348893756"
"12/01/2025 23:03:18.679","0","1996","48.262041204677963435","0.00017457500000000000144"
"12/01/2025 23:03:33.691","0.26645462562831995212","1986","47.758742227058718299","0.00015969753086419753024"
"12/01/2025 23:03:48.683","0","1977","47.159252393144321047","0.0013281052631578947783"
"12/01/2025 23:04:03.684","0","1822","47.251714441186024374","0.00024060626865671640054"
"12/01/2025 23:04:18.692","0","1627","49.098263783782783776","0.0001468925619834711004"
"12/01/2025 23:04:33.677","0","1635","45.718220244170602484","0.00031248571428571427638"
"12/01/2025 23:04:48.677","0","1600","44.734518871315188449","0.00014600142180094786179"
"12/01/2025 23:05:03.679","0","1632","47.802031930329945908","0.00025554975369458128977"
"12/01/2025 23:05:18.684","0","1639","45.573630634423842878","0.00016599166666666665825"
"12/01/2025 23:05:33.670","0","1687","44.879040386898118697","0.00024805189189189188461"
"12/01/2025 23:05:48.684","0","1648","44.227331550324123555","0.00015561279999999998841"
"12/01/2025 23:06:03.674","0","1620","45.857935848686672387","0.00021231790235081373264"
"12/01/2025 23:06:18.681","0","1642","46.960448294294174332","0.00030164999999999998672"
"12/01/2025 23:06:33.688","0","1652","46.110151413329205639","0.00043260666666666667971"
"12/01/2025 23:06:48.676","0","1589","46.2068977388822546","0.00027376951768488745793"
"12/01/2025 23:07:03.679","0","1581","47.302140893142741618","0.00037307071240105538776"
"12/01/2025 23:07:18.691","0","1487","46.119427031538592132","0.00021312548111190307348"
"12/01/2025 23:07:33.687","0","1674","47.103881642098940574","0.00019700304639463388679"
"12/01/2025 23:07:48.674","0","2028","46.663778115209893826","0.00021386607142857141993"
"12/01/2025 23:08:03.678","0","1991","49.718206456551719441","0.00025645829959514170786"
"12/01/2025 23:08:18.687","0","1940","47.210427969412847915","0.00017573225130890053288"
"12/01/2025 23:08:33.680","0.26679073680951748138","1875","53.163848427956409637","0.0028454585750717245433"
"12/01/2025 23:08:48.688","0","1887","49.506033496363919255","0.00035720791556728231876"
"12/01/2025 23:09:03.677","0","1851","49.242228017471923351","0.00067833095416979709378"
"12/01/2025 23:09:18.684","0","1843","47.090597446865636755","0.00014060263912794032995"
"12/01/2025 23:09:33.687","0","1643","51.18157783201115052","0.00014972825860271117191"
"12/01/2025 23:09:48.682","0","1639","44.616885845891459894","0.00014834591836734693521"
"12/01/2025 23:10:03.697","0","1625","46.043473672988056933","0.00016691131351869608647"
"12/01/2025 23:10:18.690","0","1691","46.528798019078379866","0.00028510462427745666015"
"12/01/2025 23:10:33.675","0","1645","44.223668878069688049","0.00014210000000000001168"
"12/01/2025 23:10:48.677","0","1660","46.500121597272766394","0.00014776196319018404805"
"12/01/2025 23:11:03.686","0","1651","48.286171459608084433","0.00017851543837357051092"
"12/01/2025 23:11:18.685","0","1655","45.44768420074179005","0.00016915909090909090826"
"12/01/2025 23:11:33.673","0","1649","46.476211219160056487","0.00024882631578947367801"
"12/01/2025 23:11:48.674","0","1646","45.819516848410998477","0.00022196575342465753528"
"12/01/2025 23:12:03.683","0","1628","46.082629819555180006","0.0002076948799999999741"
"12/01/2025 23:12:18.695","0","1627","45.182674188383110447","0.00037817105263157895379"
"12/01/2025 23:12:33.693","0","1807","46.850485763047132082","0.00064859103908484268698"
"12/01/2025 23:12:48.680","0","1776","44.10079078231470362","0.00020446334231805931257"
"12/01/2025 23:13:03.687","0","1980","48.487515930252513385","0.00022341621233859396351"
"12/01/2025 23:13:18.675","0","2252","46.276400960959264808","0.00037292622377622377475"
"12/01/2025 23:13:33.687","0.2664540363456628369","2220","48.357219433123965757","0.00014790990371389272371"
"12/01/2025 23:13:48.680","0","2208","49.090761543079651119","0.00022321656250000001436"
"12/01/2025 23:14:03.685","0","2203","49.044699236277622845","0.00021969482288828338012"
"12/01/2025 23:14:18.674","0","2176","50.41496382966283818","0.0001676685279187817366"
"12/01/2025 23:14:33.688","0","2209","49.91647585452647462","0.00022952978723404253891"
"12/01/2025 23:14:48.678","0","2201","49.584380724594524281","0.00014844705882352939117"
"12/01/2025 23:15:03.691","0","2201","51.144711336283940284","0.00026032727272727276173"
"12/01/2025 23:15:18.690","0","2178","49.00695253897580983","0.00020525150375939847105"
"12/01/2025 23:15:33.681","0","2182","48.310935088237386026","0.00014315379061371840373"
"12/01/2025 23:15:48.690","0","2166","48.685239568054640813","0.00014838918918918918158"
"12/01/2025 23:16:03.689","0","2157","49.753530589844743304","0.00024102119205298013589"
"12/01/2025 23:16:18.688","0","2186","48.928824607665369228","0.00016635833333333331576"
"12/01/2025 23:16:33.675","0","2153","49.808869449854654476","0.00029011921154913940376"
"12/01/2025 23:16:48.678","0","2146","50.348408097676156103","0.00020408009708737864796"
"12/01/2025 23:17:03.690","0","2134","49.510815414268826373","0.00023022499999999999887"
"12/01/2025 23:17:18.685","0","2118","49.524742661733576199","0.0043661028787878785815"
"12/01/2025 23:17:33.672","0","2257","48.470903230246861426","0.00016619319727891157632"
"12/01/2025 23:17:48.684","0","2260","48.296505993492722553","0.00016502407407407407476"
"12/01/2025 23:18:03.692","0","2263","48.386837320843909538","0.00023144516129032258688"
"12/01/2025 23:18:18.690","0","2258","48.057245197773681866","0.00027865000000000002397"
"12/01/2025 23:18:33.688","0.26670275688372818701","2245","47.987792223906936329","0.00021839923664122138269"
"12/01/2025 23:18:48.680","0","2232","44.94452564303893638","0.00016037142857142858967"
"12/01/2025 23:19:03.695","0","2036","47.196834319046629957","0.00016538914728682170747"
"12/01/2025 23:19:18.680","0","1839","49.306883366476739639","0.042110112739965094297"
"12/01/2025 23:19:33.688","0","2069","45.480396730246397397","0.00035548938053097344208"
"12/01/2025 23:19:48.686","0","2020","46.390355214004699747","0.0003135019417475728206"
"12/01/2025 23:20:03.671","0","2000","45.057836374758529985","0.00027313535714285715108"
"12/01/2025 23:20:18.677","0","1999","46.583800955746880845","0.00021668210332103320353"
"12/01/2025 23:20:33.684","0","1966","44.149255819326803874","0.0016044714285714284548"
"12/01/2025 23:20:48.692","0","1951","45.01189776935555642","0.00051456959459459457491"
"12/01/2025 23:21:03.685","0","1960","47.484106763236653137","0.00013730451559934318058"
"12/01/2025 23:21:18.683","0","1943","44.871053413034985624","0.00017192905982905983789"
"12/01/2025 23:21:33.698","0","1911","45.982768862874102922","0.00034925342465753423304"
"12/01/2025 23:21:48.694","0","1898","45.914328700278716155","0.00021916137931034482289"
"12/01/2025 23:22:03.684","0","1871","45.189086091861327077","0.00014689183796856106353"
"12/01/2025 23:22:18.697","0","1856","44.492480947088644427","0.00036007564766839380774"
"12/01/2025 23:22:33.691","0","2167","50.995964587632315101","0.00031937397550862984099"
"12/01/2025 23:22:48.678","0","2152","45.195487574091551153","0.00028827890625000000433"
"12/01/2025 23:23:03.684","0","2118","45.854923502103282829","0.00024682708333333331675"
"12/01/2025 23:23:18.694","0","2119","45.713205766216489678","0.00012521583333333332808"
"12/01/2025 23:23:33.689","0.26675620783376285949","2082","46.171226327763235986","0.00020027487437185929994"
"12/01/2025 23:23:48.676","0","2076","45.5082615303474185","0.00014629406779661016918"
"12/01/2025 23:24:03.691","0","2088","46.98003719791512367","0.00027330000000000002945"
"12/01/2025 23:24:18.679","0","2089","44.851645530486784708","0.00015913223140495867864"
"12/01/2025 23:24:33.689","0","2105","45.765258802238953706","0.00052680000000000001131"
"12/01/2025 23:24:48.679","0","2112","44.732391148111851464","0.00015239166666666668004"
"12/01/2025 23:25:03.683","0","2107","47.349043248261622807","0.00028235000000000000549"
"12/01/2025 23:25:18.687","0","2133","45.865064244013730388","0.00029387500000000002813"
"12/01/2025 23:25:33.675","0","2136","46.050523161514753667","0.00034967999999999999951"
"12/01/2025 23:25:48.685","0","2120","44.906119945147423778","0.00028145409836065571297"
"12/01/2025 23:26:03.686","0","2099","46.428156428715247728","0.00033895416666666666793"
"12/01/2025 23:26:18.674","0","2122","45.928898737491095972","0.00030623000000000000047"
"12/01/2025 23:26:33.681","0","1887","45.632941820437544322","0.00021259307844429794826"
"12/01/2025 23:26:48.683","0","1936","44.052528954608625611","0.00015266261682242990771"
"12/01/2025 23:27:03.698","0","1921","46.433708179177024533","0.00035361250000000000971"
"12/01/2025 23:27:18.689","0","1931","46.182919634373234885","0.00027660000000000000125"
"12/01/2025 23:27:33.685","0","2035","46.079303567011677956","0.00022825555555555554119"
"12/01/2025 23:27:48.680","0","2611","46.71828611355833516","0.0001836171428571428503"
"12/01/2025 23:28:03.683","0","2483","46.425576261826265068","0.00030182619047619047752"
"12/01/2025 23:28:18.697","0","2756","47.314732253498057446","0.0003006608695652173693"
"12/01/2025 23:28:33.691","0.26677385284375459973","2712","44.396091709092523558","0.00015858854961832061616"
"12/01/2025 23:28:48.677","0","2684","46.112831411484968669","0.00019168263888888888115"
"12/01/2025 23:29:03.681","0","2660","45.830351458175613288","0.00013861916666666666918"
"12/01/2025 23:29:18.689","0","2642","43.545664771166400442","0.00015161578947368419814"
"12/01/2025 23:29:33.676","0","2481","45.256303264398745512","0.00022826967370441459499"
"12/01/2025 23:29:48.683","0","2470","44.366171838087495871","0.00018856721991701244244"
"12/01/2025 23:30:03.697","0","2460","45.580238297084875398","0.00020190000000000000156"
"12/01/2025 23:30:18.683","0","2463","45.487247107983833416","0.00013571531531531531856"
"12/01/2025 23:30:33.685","0","2435","43.167228002536653264","0.0001386021212121212173"
"12/01/2025 23:30:48.682","0","2416","42.827037370946200667","0.00015172631578947370305"
"12/01/2025 23:31:03.686","0","2213","48.39043249108929956","0.00026922105263157898895"
"12/01/2025 23:31:18.676","0","2241","45.710267525748889739","0.00027312487804878051671"
"12/01/2025 23:31:33.678","0","2205","46.586916845530815579","0.00020358095238095236658"
"12/01/2025 23:31:48.688","0","2198","45.131994073783189947","0.00013692758620689656759"
"12/01/2025 23:32:03.678","0","2204","46.370430810738497485","0.00023701290322580644454"
"12/01/2025 23:32:18.683","0","1942","46.207100980383742694","0.0001551395348837209399"
"12/01/2025 23:32:33.691","0","1930","45.853461873742119792","0.0001585888012618296523"
"12/01/2025 23:32:48.679","0","1921","45.268646320426398688","0.00018188848920863307998"
"12/01/2025 23:33:03.685","0","1916","47.68579182907829761","0.00033786249999999997925"
"12/01/2025 23:33:18.677","0","1916","45.361416639440442111","0.00034653333333333331779"
"12/01/2025 23:33:33.682","0.26657815738685108897","1894","44.870736223329679149","0.00021483636363636365667"
"12/01/2025 23:33:48.684","0","1896","44.668767184771787981","0.00024446000000000000065"
"12/01/2025 23:34:03.688","0","2301","47.132086829941421513","0.00057097979274611397518"
"12/01/2025 23:34:18.680","0","2373","45.196397391426820889","0.00044302743589743590232"
"12/01/2025 23:34:33.685","0","2362","45.252555927860058205","0.00021193461538461538405"
"12/01/2025 23:34:48.679","0","2322","44.561088654952506261","0.00017922536231884059893"
"12/01/2025 23:35:03.684","0","2289","48.60213888702321583","0.00025126582200247219367"
"12/01/2025 23:35:18.694","0","2221","45.244768194646368897","0.00023359872204472843229"
"12/01/2025 23:35:33.685","0","2209","44.845311530500438835","0.00014799508196721309554"
"12/01/2025 23:35:48.673","0","2195","44.686580761342987955","0.00024327962085308058862"
"12/01/2025 23:36:03.681","0","2183","47.198233430622906326","0.0001457877981651376398"
"12/01/2025 23:36:18.695","0","2195","44.209988536351929156","0.00038434571428571425583"
"12/01/2025 23:36:33.685","0","2145","44.520235288887491265","0.00024891782407407409125"
"12/01/2025 23:36:48.682","0","3510","39.519077609559701614","0.014267463979848866301"
"12/01/2025 23:37:03.693","0","3446","38.994313303079174204","0.0002294793508673754806"
"12/01/2025 23:37:18.692","0","3443","37.652015740562326584","0.0011650818565400844051"
"12/01/2025 23:37:33.689","0","3334","44.895282122931654101","4.6960334741001896188e-005"
"12/01/2025 23:37:48.688","0","3273","46.50678126752160324","3.5862551084394666873e-005"
"12/01/2025 23:38:03.687","0","3285","47.114464405466463859","3.4578786011400402839e-005"
